protein_id,molecular_weight,isoelectric_point,hydrophobicity,sequence_length,hydrophobic_aa_percent,charged_aa_percent,solubility,aa_A,aa_R,aa_N,aa_D,aa_C,aa_Q,aa_E,aa_G,aa_H,aa_I,aa_L,aa_K,aa_M,aa_F,aa_P,aa_S,aa_T,aa_W,aa_Y,aa_V
PROT_1264,37.99,10.72,1.29,249,32.27,27.17,0,8.6,8.41,1.12,5.73,3.75,0.9,6.4,3.52,4.15,5.72,1.28,6.63,2.1,7.34,5.9,7.84,5.58,5.51,5.7,3.82
PROT_1265,73.63,10.45,-1.982,379,29.89,24.22,1,3.74,8.58,3.7,8.62,8.69,1.12,5.65,5.62,7.29,3.08,7.23,1.37,2.32,4.58,8.26,1.09,2.05,8.66,5.75,2.6
PROT_1266,111.1,6.51,1.026,577,22.26,18.68,0,2.51,6.25,5.18,6.54,7.01,6.48,3.99,5.06,7.41,1.34,5.15,1.9,6.48,5.46,8.23,1.35,8.64,3.29,3.22,4.51
PROT_1267,52.28,10.7,0.018,269,26.13,17.28,1,4.81,2.72,7.95,9.07,2.25,8.12,3.8,6.82,3.0,8.11,4.19,1.69,2.31,2.21,6.81,7.55,8.46,4.72,3.32,2.09
PROT_1268,50.55,9.77,1.049,604,30.28,19.63,0,3.97,4.83,4.42,5.33,5.32,6.97,3.74,3.75,1.27,1.38,5.21,5.73,7.0,8.04,6.11,7.98,3.11,5.12,4.16,6.56
PROT_1269,53.67,6.33,0.043,143,29.15,18.86,1,2.96,6.42,7.52,7.22,6.4,4.69,1.87,2.77,3.91,3.03,2.63,3.35,4.19,7.26,5.33,3.56,6.75,5.38,6.88,7.89
PROT_1270,65.67,7.29,-1.846,585,35.84,17.88,0,7.63,2.16,2.32,4.83,3.88,4.91,8.33,6.5,9.19,3.36,6.03,2.56,3.47,7.2,2.09,5.5,2.28,3.51,6.14,8.11
PROT_1271,76.54,6.4,-1.881,252,27.47,25.29,1,6.15,7.37,7.51,5.32,2.96,7.06,5.09,6.35,4.29,2.82,6.22,7.51,4.1,1.82,5.9,3.38,3.99,7.16,1.71,3.3
PROT_1272,101.01,4.39,-0.868,453,31.65,15.88,1,4.68,3.24,7.3,1.14,3.56,7.72,8.83,9.48,5.2,6.83,4.39,2.67,1.5,3.41,4.14,1.94,6.38,3.35,5.25,8.99
PROT_1273,73.85,9.48,-0.576,87,26.24,24.93,1,4.43,5.99,3.09,4.88,2.97,6.26,6.88,6.07,7.11,3.56,4.45,7.18,2.17,3.22,7.19,5.11,5.39,6.46,3.49,4.12
PROT_1274,79.69,10.76,1.481,764,37.06,18.57,0,9.23,7.17,1.7,5.15,7.3,1.36,2.62,4.91,4.04,3.7,4.89,3.63,2.26,6.18,5.79,5.82,2.8,5.6,8.38,7.46
PROT_1275,34.94,8.75,-1.051,302,29.49,26.81,1,4.67,5.58,9.38,8.74,9.62,5.78,6.66,1.19,1.75,4.22,7.92,5.83,6.23,1.79,4.22,2.78,1.36,4.54,1.4,6.35
PROT_1276,60.39,5.74,1.528,218,30.68,18.31,0,4.05,4.55,1.14,7.6,5.78,7.45,4.87,5.56,4.69,7.85,8.23,1.29,4.79,2.4,3.04,7.92,4.18,1.57,6.45,6.58
PROT_1277,40.16,8.16,0.605,610,31.95,13.32,0,1.09,3.16,5.74,1.87,3.73,7.85,4.74,3.71,3.58,7.72,4.82,3.55,1.3,5.28,6.16,8.07,8.06,8.03,6.53,5.01
PROT_1278,47.65,5.01,0.46,90,36.02,18.94,0,5.92,4.92,4.13,7.19,2.86,5.05,3.14,4.75,5.77,3.11,7.9,3.69,5.37,8.15,5.07,6.06,2.68,6.86,3.29,4.08
PROT_1279,96.07,8.41,1.524,219,30.0,17.92,0,5.44,6.66,5.12,0.9,4.92,4.99,3.58,6.46,5.16,3.7,5.74,6.78,1.29,7.44,5.7,4.78,7.01,5.07,6.65,2.61
PROT_1280,97.66,6.3,-0.46,413,35.85,15.15,1,3.95,4.8,2.37,1.31,4.62,2.73,6.53,7.06,1.31,3.97,6.57,2.51,4.19,8.23,6.53,8.78,8.58,4.84,2.84,8.29
PROT_1281,37.56,6.9,-1.103,558,25.33,22.18,1,6.75,5.89,5.81,5.92,6.87,3.68,6.95,4.67,5.12,0.86,7.6,3.42,7.32,1.85,3.86,6.55,5.81,2.84,2.79,5.43
PROT_1282,51.5,10.61,-1.913,428,38.37,13.86,1,4.35,1.98,9.74,4.23,9.02,8.27,2.62,1.57,2.38,9.91,5.64,5.03,5.15,1.91,4.35,1.47,3.97,6.74,1.85,9.82
PROT_1283,20.0,5.95,-1.171,641,31.9,19.27,1,4.51,1.97,3.11,9.19,6.11,1.49,1.85,3.47,2.77,2.76,2.76,6.26,9.09,5.45,4.96,7.63,2.93,8.96,7.27,7.46
PROT_1284,50.04,4.93,-1.924,264,26.22,20.23,1,0.96,1.29,9.3,7.76,6.19,1.6,7.96,1.31,4.04,2.03,1.64,3.22,4.85,8.08,7.57,8.76,5.89,7.47,4.03,6.04
PROT_1285,29.69,6.81,0.351,374,39.47,21.06,1,5.76,4.28,8.46,7.23,2.59,8.04,4.87,2.41,3.35,7.75,5.85,4.68,7.98,6.58,1.86,1.2,1.49,5.6,2.09,7.93
PROT_1286,52.36,7.57,-0.326,229,29.78,19.22,1,9.33,3.19,5.83,4.02,5.69,10.99,2.72,4.03,1.98,2.42,4.01,9.29,2.97,5.47,4.72,9.87,2.92,3.19,2.02,5.36
PROT_1287,59.76,4.02,-0.151,157,35.41,17.16,1,5.41,4.25,2.5,5.45,2.4,1.58,3.38,7.1,5.6,1.62,5.42,4.08,1.14,9.59,4.48,8.24,9.14,7.63,5.25,5.74
PROT_1288,23.6,10.09,-0.677,137,33.92,19.5,1,8.86,1.59,5.18,7.86,4.62,6.54,2.57,2.38,2.88,7.45,2.44,7.48,7.13,8.43,1.05,7.99,3.14,3.22,5.68,3.52
PROT_1289,89.56,7.81,-1.869,403,28.4,22.1,1,6.26,2.71,8.78,7.39,3.06,2.34,2.6,7.18,4.73,5.78,4.03,9.4,4.0,2.0,1.23,7.52,3.76,8.74,6.9,1.59
PROT_1290,39.5,10.5,-1.868,742,34.64,22.46,1,1.41,2.92,3.47,7.78,7.33,2.95,4.64,7.69,1.03,5.21,7.76,7.12,2.68,7.13,1.44,6.05,5.72,3.45,4.54,9.68
PROT_1291,54.28,7.7,-0.184,699,22.82,20.46,1,1.58,4.39,7.19,6.57,4.22,1.7,2.26,6.24,7.54,2.15,7.73,7.24,2.56,2.47,7.82,7.12,6.55,1.56,5.76,7.33
PROT_1292,37.25,10.23,-0.85,591,30.09,22.64,1,3.63,3.47,1.53,7.93,2.6,5.97,5.03,1.06,6.06,8.15,5.94,6.21,7.49,5.23,6.61,5.35,4.92,2.67,5.68,4.47
PROT_1293,75.54,6.74,1.477,560,31.39,23.96,0,5.03,6.59,2.95,3.28,3.97,6.51,7.29,3.25,8.82,3.72,2.08,6.8,5.45,8.33,3.83,1.06,4.86,8.4,3.94,3.83
PROT_1294,118.94,10.2,1.152,526,39.39,27.32,0,9.03,3.93,2.35,9.59,2.67,2.02,7.04,2.47,1.25,2.18,9.5,6.76,4.5,7.75,9.75,2.12,4.98,8.85,1.19,2.08
PROT_1295,97.41,4.59,0.684,555,31.07,18.45,0,5.81,1.49,3.24,5.68,7.7,1.48,4.81,1.33,2.56,2.05,6.66,6.47,5.31,3.79,7.94,6.48,6.66,4.76,7.77,8.0
PROT_1296,30.68,6.48,1.264,203,26.42,16.51,0,6.07,4.64,7.45,1.59,5.06,4.04,5.76,6.35,7.66,3.13,1.05,4.52,2.35,3.22,5.3,3.76,6.83,5.98,8.27,6.97
PROT_1297,27.67,4.92,-1.548,588,23.04,17.02,1,3.45,2.53,7.48,6.8,7.52,5.57,6.54,6.06,6.43,5.19,3.33,1.15,3.37,3.86,6.18,7.13,6.0,3.8,4.2,3.41
PROT_1298,79.22,4.43,-0.48,340,29.62,21.73,1,5.05,8.59,3.2,4.58,2.85,7.93,5.9,5.97,6.42,3.62,5.38,2.66,2.82,4.05,5.61,4.73,1.92,3.76,7.2,7.76
PROT_1299,97.21,6.62,-1.058,419,29.69,23.06,1,6.55,2.04,4.29,5.24,6.0,5.92,9.35,5.98,2.8,3.05,1.3,6.43,3.11,5.8,5.82,1.31,6.56,5.59,5.46,7.4
PROT_1300,23.68,8.51,0.043,423,27.59,21.45,0,4.78,2.53,2.21,7.03,7.92,9.54,3.26,5.5,2.01,5.98,4.6,8.63,6.26,3.59,4.28,5.03,6.09,2.47,2.13,6.17
PROT_1301,48.52,6.45,0.012,792,36.04,24.5,0,7.42,5.57,3.18,6.83,7.84,3.98,7.13,6.23,3.51,8.84,6.6,4.97,4.87,7.85,1.56,3.38,1.52,1.94,3.38,3.39
PROT_1302,71.26,10.23,1.164,84,21.9,21.15,0,1.6,3.92,4.11,8.6,2.24,9.59,2.39,6.48,5.57,7.5,2.66,6.24,8.58,4.99,4.12,4.7,8.82,3.27,2.76,1.88
PROT_1303,111.69,4.01,1.403,152,25.3,18.66,0,5.53,3.72,4.36,7.42,2.89,8.82,6.44,3.27,7.79,1.46,7.06,1.08,2.19,5.1,7.33,4.99,6.26,3.92,8.13,2.23
PROT_1304,34.81,7.21,-0.418,738,21.04,29.13,1,4.89,5.6,3.93,7.49,5.47,1.67,7.98,6.51,7.26,5.2,3.58,8.06,3.22,4.77,6.76,7.44,1.41,1.49,6.17,1.11
PROT_1305,41.25,5.99,-0.039,165,28.14,19.16,1,7.47,7.21,3.02,7.94,6.07,3.77,3.14,8.0,7.76,3.0,8.37,0.87,2.2,1.78,2.6,6.24,6.88,5.58,6.14,1.94
PROT_1306,52.53,6.74,-0.651,156,27.74,20.22,1,3.0,3.41,3.25,4.15,1.45,8.92,6.17,3.79,8.71,4.9,1.35,6.49,4.43,7.62,3.03,5.72,8.1,1.58,4.64,9.29
PROT_1307,56.17,9.12,-1.951,610,36.83,15.49,1,7.08,8.09,8.11,1.06,2.68,3.83,2.07,4.28,1.7,5.96,9.68,4.27,3.47,8.96,6.09,10.14,4.25,2.22,3.14,2.93
PROT_1308,27.2,8.8,0.602,243,27.45,20.18,1,10.19,6.61,9.63,4.1,5.06,8.12,4.02,2.12,7.07,1.96,4.52,5.45,2.63,1.59,4.11,7.92,3.87,2.7,1.84,6.49
PROT_1309,26.35,6.11,-1.828,132,36.51,19.68,1,6.38,6.61,5.66,3.69,3.64,7.93,3.01,5.74,4.35,7.49,9.31,6.37,6.36,3.64,2.57,3.98,1.07,2.13,2.51,7.56
PROT_1310,110.88,6.19,-0.908,734,36.95,15.53,0,7.17,5.36,5.75,3.87,7.72,4.42,4.47,3.64,5.2,4.63,5.68,1.83,2.11,6.44,1.67,5.47,4.02,5.51,7.51,7.52
PROT_1311,117.15,9.09,-1.41,337,34.8,19.62,1,1.93,8.36,3.48,7.44,6.81,5.5,1.12,1.69,2.47,5.15,8.15,2.7,3.86,7.71,5.29,2.31,8.82,3.29,5.36,8.57
PROT_1312,35.78,10.95,1.735,756,33.88,20.36,0,2.22,3.92,7.34,5.75,8.62,2.09,8.59,3.29,8.14,8.38,7.71,2.1,5.03,4.29,1.17,4.34,3.85,3.28,1.91,8.0
PROT_1313,18.76,9.54,1.418,99,25.36,21.56,0,6.19,4.34,5.86,7.26,5.88,7.33,2.97,7.77,5.83,7.23,4.38,6.99,1.34,4.02,3.22,6.49,6.85,1.17,2.53,2.37
PROT_1314,94.01,10.67,0.838,319,31.09,23.5,1,5.76,6.72,5.21,7.16,7.92,1.88,6.68,6.73,1.83,2.85,3.99,2.94,1.29,6.29,5.71,4.72,5.75,5.18,4.38,7.02
PROT_1315,83.32,5.63,1.615,547,30.27,22.32,0,4.4,5.39,2.2,5.11,6.09,1.86,6.91,4.57,6.78,5.05,7.19,4.91,5.91,3.79,5.07,4.17,3.92,7.28,6.85,2.56
PROT_1316,15.64,7.91,1.675,384,30.4,20.05,1,3.09,5.71,6.44,6.23,1.64,1.73,4.85,6.23,2.69,1.73,2.73,3.26,7.39,7.51,4.13,8.37,9.89,10.01,1.03,5.33
PROT_1317,93.57,5.14,-0.517,420,20.23,27.73,1,3.82,6.68,7.01,9.93,3.0,4.44,4.74,5.11,10.37,2.29,1.76,6.38,1.19,4.23,6.69,1.78,8.65,3.57,3.79,4.56
PROT_1318,112.83,5.61,1.025,699,29.59,26.16,0,1.71,7.49,7.55,6.61,6.89,5.84,3.73,1.67,4.23,6.22,3.76,8.33,6.58,8.3,1.11,4.21,3.39,1.76,2.76,7.84
PROT_1319,81.5,7.81,-1.44,162,33.15,20.21,1,8.21,3.48,1.1,1.37,2.72,7.75,7.92,1.96,2.9,4.14,6.34,7.44,7.0,4.5,8.35,1.17,6.39,7.75,7.3,2.21
PROT_1320,67.29,9.72,-1.719,393,35.72,18.66,1,1.28,6.66,4.7,5.4,6.16,6.34,3.42,7.16,5.79,6.28,7.09,3.18,1.84,6.87,1.34,2.01,6.34,7.8,3.94,6.4
PROT_1321,89.02,6.08,1.807,174,29.55,16.3,0,8.0,2.66,9.26,1.82,1.07,5.43,4.32,9.12,1.39,4.56,7.38,7.5,5.82,3.11,7.91,1.16,7.77,5.41,5.21,1.09
PROT_1322,105.5,9.98,-1.162,211,28.96,18.22,1,1.68,1.76,2.02,2.99,2.12,4.12,7.41,6.32,2.78,4.22,6.04,6.06,7.48,7.29,8.52,8.41,3.34,1.98,7.68,7.75
PROT_1323,74.98,4.93,0.883,230,36.46,17.11,1,3.78,7.31,7.5,3.55,8.08,4.04,2.33,1.49,4.57,9.5,8.86,3.92,4.9,1.71,7.16,2.14,2.25,4.33,4.3,8.28
PROT_1324,59.47,9.15,1.671,145,28.5,17.08,0,5.48,5.47,4.9,3.24,6.0,7.66,3.98,5.32,4.16,6.27,1.3,4.39,6.06,6.94,4.64,4.8,4.21,4.6,6.65,3.91
PROT_1325,102.05,8.52,1.161,308,29.79,27.02,0,5.6,5.28,1.72,8.26,6.58,1.79,9.92,3.06,5.2,6.85,2.49,3.56,5.39,1.37,4.33,6.4,3.94,7.79,4.78,5.69
PROT_1326,84.48,9.04,-1.868,365,28.8,20.92,1,1.79,5.31,6.35,4.86,8.65,6.12,7.09,6.68,1.2,5.88,7.22,3.66,4.74,3.43,3.53,2.42,5.42,7.0,5.18,3.48
PROT_1327,87.11,6.42,0.73,436,34.51,13.35,1,5.59,6.9,5.46,4.39,6.17,3.36,1.12,4.1,4.93,7.53,7.91,0.94,8.55,6.68,8.44,1.46,3.66,4.47,6.03,2.33
PROT_1328,117.21,4.74,1.7,119,25.43,17.76,0,3.31,2.44,3.18,2.91,6.43,1.09,6.43,7.61,6.05,5.83,4.19,5.98,4.54,4.7,8.0,5.16,7.3,5.58,7.45,1.82
PROT_1329,118.48,7.86,-0.365,163,31.32,14.78,1,6.58,5.84,0.89,2.87,6.5,5.39,4.47,7.99,8.12,6.6,3.0,1.6,4.1,5.76,4.79,0.94,7.79,1.52,7.38,7.86
PROT_1330,87.76,8.62,-1.103,109,32.35,22.77,1,4.22,8.46,2.07,4.34,7.01,3.28,8.43,4.85,6.43,5.37,4.19,1.54,7.3,8.69,4.88,4.6,0.99,2.81,3.48,7.07
PROT_1331,92.77,10.53,0.294,347,28.2,20.51,1,2.6,3.06,3.56,3.91,4.69,8.07,7.21,5.62,2.69,6.75,5.78,6.33,5.49,1.23,6.65,2.48,8.0,6.68,4.05,5.16
PROT_1332,53.56,4.56,1.268,138,33.2,17.21,0,7.93,2.26,4.81,3.28,5.31,1.8,8.71,2.52,1.7,4.47,9.06,2.96,2.98,7.7,8.6,6.66,7.71,1.73,7.48,2.31
PROT_1333,42.07,8.46,-1.546,107,25.63,24.52,1,3.11,3.08,7.58,3.33,7.32,2.32,8.71,7.99,5.06,1.22,8.05,9.4,6.97,2.8,2.17,1.77,6.63,2.32,2.04,8.13
PROT_1334,73.86,8.69,-0.736,514,32.55,12.01,1,2.08,4.11,5.03,3.01,4.3,5.82,1.37,1.21,8.23,2.41,9.13,3.52,2.31,8.18,7.5,4.6,9.2,2.98,7.25,7.77
PROT_1335,90.58,8.37,-1.76,189,25.42,17.11,1,1.96,4.34,8.96,3.53,7.3,5.69,6.02,3.18,2.11,7.53,1.64,3.22,7.82,3.55,4.58,7.38,8.25,5.39,2.21,5.35
PROT_1336,99.62,6.21,1.491,761,31.49,14.54,0,9.18,6.6,9.19,4.02,1.36,8.68,2.33,4.37,4.59,3.25,4.38,1.59,3.03,7.45,9.96,4.24,7.21,5.9,1.35,1.33
PROT_1337,59.85,9.65,-1.805,88,16.27,25.76,1,1.49,5.97,7.51,6.98,6.88,3.53,6.73,6.99,7.66,3.51,2.93,6.08,4.52,4.44,2.97,7.64,5.06,2.81,5.23,1.09
PROT_1338,29.67,4.15,1.386,104,30.38,20.16,0,4.5,6.52,6.86,3.32,4.35,1.57,5.65,3.77,6.08,6.05,4.03,4.67,5.94,6.14,4.46,6.72,6.47,5.06,3.25,4.6
PROT_1339,108.74,4.73,-0.092,286,39.27,18.57,0,2.41,4.24,8.28,4.18,2.78,4.91,1.83,4.9,6.16,9.92,8.68,8.32,2.27,6.68,3.27,1.28,6.07,4.57,2.22,7.01
PROT_1340,97.57,7.5,1.641,663,27.97,20.65,0,5.92,6.58,2.44,3.59,5.65,2.54,5.88,5.97,5.17,2.66,5.54,4.6,4.77,7.87,7.8,4.24,5.09,1.98,7.7,4.0
PROT_1341,39.0,9.95,1.727,366,26.07,18.53,0,5.68,3.03,6.17,4.85,5.83,3.16,4.98,6.47,5.72,6.69,1.93,5.67,5.67,4.1,6.68,5.37,6.61,6.19,3.73,1.48
PROT_1342,115.49,10.75,-0.599,219,32.22,19.9,1,2.37,6.19,2.78,8.47,8.92,5.11,1.86,4.52,8.06,7.15,7.64,3.38,1.32,7.31,4.36,6.74,1.83,2.39,4.25,5.36
PROT_1343,88.42,5.52,1.008,734,31.68,18.11,0,7.42,1.83,6.28,2.07,4.45,5.76,5.98,3.4,3.54,6.84,7.89,8.23,8.01,4.19,7.89,4.02,4.48,2.91,2.4,2.43
PROT_1344,55.46,10.14,0.666,471,26.43,23.15,1,2.67,7.89,7.26,5.54,2.87,4.65,7.53,2.62,8.22,4.0,1.34,2.19,0.99,4.85,2.43,3.24,8.82,6.48,9.35,7.09
PROT_1345,38.91,10.88,0.449,277,30.9,17.75,1,3.1,5.75,4.47,4.43,3.41,10.23,4.42,1.09,6.43,2.89,6.32,3.15,7.35,6.43,4.47,5.56,3.04,3.26,5.3,8.9
PROT_1346,65.15,10.1,1.775,204,33.7,20.76,0,8.32,6.74,4.97,1.29,8.62,2.14,6.34,6.17,8.77,5.67,7.44,6.39,5.03,4.14,6.54,0.88,1.34,2.07,1.1,6.06
PROT_1347,18.1,5.17,-1.945,644,27.9,17.45,1,5.98,7.43,3.36,2.5,6.08,6.49,3.74,4.51,1.28,2.97,1.6,3.78,6.29,7.66,6.32,7.16,9.09,1.94,4.06,7.75
PROT_1348,71.83,10.65,-1.98,426,31.66,26.95,1,5.16,7.19,7.74,7.92,3.13,1.41,3.55,2.23,7.2,3.1,8.4,8.29,1.26,4.96,5.22,4.8,3.66,6.45,4.73,3.59
PROT_1349,83.39,5.89,0.649,127,27.63,17.61,1,7.19,3.45,1.28,6.07,8.49,2.39,2.99,4.36,3.35,4.2,4.63,5.1,8.87,1.79,8.51,3.32,6.66,1.25,7.53,8.57
PROT_1350,73.77,10.14,-0.322,603,42.94,7.73,0,7.42,2.58,3.57,1.51,6.87,2.59,2.12,2.83,6.83,6.75,7.07,1.52,6.23,7.19,5.75,6.94,3.9,7.51,3.85,7.0
PROT_1351,108.74,5.52,-0.109,154,32.02,24.3,0,6.79,7.52,7.25,7.6,4.62,4.0,5.25,7.68,1.42,3.64,6.62,3.93,5.4,7.82,2.88,1.46,4.01,2.49,4.96,4.66
PROT_1352,102.99,6.61,1.145,262,23.21,22.35,0,3.32,2.76,8.14,4.62,3.21,6.71,6.04,9.46,8.84,3.15,3.05,8.93,5.61,3.25,0.97,1.28,6.3,2.66,3.88,7.78
PROT_1353,17.82,9.46,-0.169,598,26.62,21.92,1,6.67,6.69,1.65,1.06,7.14,5.87,7.07,5.15,7.0,1.78,7.02,7.1,5.86,1.51,3.14,6.62,7.27,7.26,1.75,2.38
PROT_1354,110.55,4.51,1.641,331,35.8,21.57,0,4.07,6.18,4.24,2.24,3.68,4.0,4.42,1.16,6.12,7.93,8.54,8.73,3.94,5.33,5.74,4.59,6.35,7.16,2.8,2.77
PROT_1355,44.19,5.68,1.488,112,27.29,21.39,0,4.12,6.1,1.88,5.0,4.34,8.35,3.01,7.98,5.68,7.73,7.79,7.28,7.39,1.11,4.86,1.23,1.24,4.86,8.37,1.68
PROT_1356,66.43,6.11,-1.975,412,24.59,30.72,1,7.2,6.79,1.53,7.87,4.82,3.38,8.53,2.48,5.39,1.56,6.75,7.53,8.15,2.81,8.21,4.58,2.39,1.53,3.77,4.74
PROT_1357,33.06,8.43,-1.455,304,31.97,20.37,1,9.36,8.16,4.73,2.01,2.25,7.53,7.22,3.62,3.33,5.18,4.08,2.98,1.51,1.9,7.3,5.3,5.02,4.57,7.08,6.88
PROT_1358,65.71,6.54,1.311,352,30.36,25.91,0,6.95,6.71,4.5,6.75,7.3,1.66,4.78,0.96,4.06,6.62,2.29,7.67,5.48,0.84,5.88,7.51,2.62,6.32,3.77,7.34
PROT_1359,100.72,9.04,-0.461,337,32.94,20.49,1,6.6,4.49,6.3,3.91,3.18,4.13,5.46,2.67,1.53,1.64,6.22,6.63,3.76,5.96,4.7,7.01,6.07,4.38,7.22,8.14
PROT_1360,30.08,6.52,0.962,225,27.52,14.21,1,10.03,1.46,4.29,1.11,7.24,9.62,8.9,2.32,5.06,4.08,4.0,2.74,5.57,1.6,6.34,6.0,5.61,2.27,6.2,5.54
PROT_1361,40.8,9.6,-1.649,333,30.82,13.16,1,1.03,1.67,7.19,4.19,1.34,8.88,2.49,8.32,5.13,7.01,6.71,4.81,7.06,1.29,4.35,5.23,3.69,8.62,4.81,6.16
PROT_1362,74.8,4.73,-1.701,277,27.86,19.86,1,2.7,5.8,2.66,6.0,8.93,3.12,1.16,1.68,9.14,8.07,5.48,6.9,4.53,3.21,5.69,4.02,5.39,4.27,7.15,4.13
PROT_1363,118.64,9.66,0.17,668,23.38,28.34,0,5.46,7.94,3.47,6.21,4.81,3.25,7.95,8.1,7.51,2.36,4.65,6.24,1.52,2.67,3.49,3.86,4.06,5.52,8.22,2.72
PROT_1364,64.41,8.93,-1.328,280,23.33,18.14,1,6.79,7.07,4.53,2.99,4.75,5.33,2.08,8.72,4.12,1.3,1.93,6.0,5.74,1.83,7.71,6.99,1.98,8.03,8.64,3.45
PROT_1365,78.71,4.41,1.147,715,31.21,16.28,0,6.69,5.83,4.75,1.82,4.66,3.47,1.67,7.89,4.17,4.0,4.95,6.96,7.31,1.17,6.77,0.84,5.61,7.63,7.04,6.77
PROT_1366,58.79,5.28,-1.857,480,34.9,20.56,1,6.39,5.63,6.44,6.26,1.97,7.04,3.73,1.4,1.58,5.86,6.03,4.94,4.51,4.92,6.67,5.56,3.26,6.19,6.12,5.51
PROT_1367,44.8,8.71,1.576,142,29.18,20.24,0,4.41,2.7,7.44,5.87,9.03,3.82,5.21,3.29,6.94,4.07,3.57,6.46,1.67,3.19,2.85,6.21,3.5,8.69,5.82,5.25
PROT_1368,112.43,5.42,-1.904,714,28.43,19.16,0,8.99,5.79,2.72,9.57,1.45,3.53,1.13,9.63,6.43,7.67,3.23,2.67,1.49,6.28,9.5,6.11,8.15,1.22,3.4,1.04
PROT_1369,73.53,4.75,-0.127,179,29.9,19.95,1,5.24,1.88,6.05,3.14,3.98,7.24,9.5,2.17,8.87,5.3,6.82,5.43,4.21,3.33,4.6,4.96,5.02,5.31,3.04,3.9
PROT_1370,74.79,7.06,-0.11,632,31.75,24.95,1,9.92,5.03,2.11,9.75,3.48,3.19,8.59,8.32,2.32,3.67,5.58,1.58,2.43,1.75,1.65,7.32,3.1,3.56,9.38,7.27
PROT_1371,53.08,7.23,1.68,374,35.64,21.97,0,6.3,3.69,2.44,3.33,4.65,2.5,6.81,7.87,1.51,2.03,8.15,8.14,2.77,8.6,6.68,1.84,9.16,3.82,2.95,6.74
PROT_1372,93.62,7.94,1.178,682,32.9,23.59,0,1.63,7.09,4.44,6.54,9.12,1.21,8.65,4.19,6.37,6.54,5.91,1.31,6.91,7.88,2.51,3.02,2.72,3.15,3.02,7.79
PROT_1373,26.17,8.21,-1.127,633,30.79,19.89,1,3.03,2.22,7.25,8.6,0.99,1.39,6.16,2.3,8.32,4.6,6.89,2.91,2.23,5.15,7.97,5.14,8.26,4.63,5.46,6.49
PROT_1374,17.92,6.03,1.214,733,27.55,25.24,0,2.54,0.97,5.4,7.81,6.0,2.5,8.4,3.5,6.51,4.14,8.26,8.06,7.7,3.05,3.72,4.05,4.57,5.13,3.25,4.43
PROT_1375,69.04,4.76,0.916,591,30.33,17.87,0,2.67,6.63,7.5,3.74,7.25,7.02,4.22,7.85,3.19,7.52,1.42,3.28,4.2,2.51,1.87,3.41,2.54,8.73,6.98,7.48
PROT_1376,24.27,7.95,-1.264,210,31.73,22.12,1,4.83,3.54,5.79,4.81,7.28,3.69,6.39,0.88,6.37,5.34,6.25,7.38,5.8,3.97,3.03,2.08,6.78,6.02,4.45,5.32
PROT_1377,31.3,8.13,-1.429,96,25.59,19.68,1,2.11,3.91,4.82,10.68,7.73,9.86,3.21,7.81,3.54,5.27,1.62,1.88,2.65,5.61,3.37,3.07,9.93,1.63,1.96,9.35
PROT_1378,100.05,5.39,-1.782,638,33.53,14.24,0,6.54,3.47,6.38,3.11,8.01,2.21,1.94,5.28,3.53,1.46,8.09,5.72,7.69,4.99,7.41,4.91,1.0,6.73,5.79,5.72
PROT_1379,81.55,5.47,-0.366,242,32.66,15.91,1,5.24,2.61,8.95,3.27,4.92,4.59,5.92,1.3,8.77,4.97,3.4,4.11,8.8,3.94,3.38,5.43,4.37,6.41,0.93,8.7
PROT_1380,90.37,10.17,1.687,700,32.76,25.81,0,7.2,8.57,1.08,3.69,5.82,3.75,6.28,2.33,4.96,2.49,4.14,7.27,2.17,7.74,7.5,3.7,7.13,2.28,3.0,8.91
PROT_1381,68.89,5.18,1.255,475,24.26,24.68,0,2.48,9.61,7.52,3.42,2.58,8.0,7.09,3.27,3.25,8.87,4.85,4.56,1.41,1.89,9.57,6.37,7.66,1.78,1.43,4.39
PROT_1382,24.1,8.67,-0.908,654,28.41,23.31,1,5.35,5.03,6.66,6.58,4.54,1.75,6.76,4.46,6.84,6.25,5.4,4.94,5.66,4.75,6.37,2.94,3.94,3.36,5.11,3.3
PROT_1383,24.56,8.71,-1.369,108,28.35,20.71,1,2.45,5.54,7.07,4.73,4.73,1.68,4.98,2.18,4.19,5.03,6.61,5.46,6.5,2.27,7.77,5.15,6.47,5.36,5.2,6.63
PROT_1384,34.28,4.86,0.379,516,38.02,20.49,0,4.78,1.99,8.43,2.81,1.13,2.55,6.66,4.58,3.15,10.01,3.41,9.03,7.21,7.68,7.61,3.87,1.12,6.4,1.84,5.74
PROT_1385,54.5,6.4,1.838,297,32.87,20.9,0,2.55,8.07,2.51,3.92,1.1,8.2,3.04,6.62,4.85,6.38,4.36,5.87,6.84,1.02,1.0,1.85,5.92,9.48,7.35,9.08
PROT_1386,29.77,10.77,1.624,340,23.58,24.0,0,8.53,7.81,5.2,2.99,2.68,7.92,8.29,4.81,3.93,1.49,3.22,4.91,4.44,1.84,4.68,5.99,8.2,6.51,4.58,1.99
PROT_1387,22.99,5.63,0.733,438,24.58,26.78,1,1.33,2.94,9.31,7.01,1.02,8.28,8.82,2.64,6.23,5.73,1.9,8.01,2.35,4.15,6.69,1.15,8.21,8.29,2.75,3.18
